V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0.4148264232,0.5642848951,0.827116217,0.909232138,0.8000801306,0.5682652737,0.4003226119,0.4347330162,0.6658062718,0.9384398214
0.1973850173,0.4668291565,0.2719382332,0.3160303184,0.3360902723,0.5824398864,0.9774228581,0.8608525263,0.8256449229,0.0527924048
0.5603758465,0.8492767934,0.5182356576,0.2371568372,0.1355027007,0.2355719616,0.5264926138,0.1075655678,0.7953395268,0.2081409551
0.361546359,0.6492726912,0.1883136833,0.0125647353,0.5073545042,0.2567912557,0.6860060459,0.3267755278,0.4322386722,0.7406061057
0.0952189711,0.0596697638,0.4121970702,0.8419495369,0.8812070156,0.1990788872,0.30752256,0.3483639143,0.2394306073,0.9005992988
0.9011267023,0.1878048107,0.3264716817,0.240452966,0.0688598279,0.9794824938,0.2580208718,0.9861984639,0.4880403061,0.6123957108
0.2270220337,0.7165600632,0.8357002668,0.1442108685,0.3365523706,0.0554170238,0.0195740047,0.5430375577,0.3354645078,0.5305393443
0.8642042165,0.5507387926,0.4388812834,0.0160559393,0.3728448914,0.659628008,0.669667444,0.9197579047,0.2147365313,0.3411366262
0.6410676197,0.8548293049,0.3580375898,0.491317041,0.6745571534,0.1336740281,0.5065330274,0.445040059,0.0562954205,0.7394364499
0.2960889458,0.8819291049,0.8427174126,0.4375953155,0.5615541623,0.1315304639,0.8602737198,0.7922975495,0.4841247129,0.0864823614
0.6888766554,0.7980215773,0.7982417585,0.0279245453,0.5440317299,0.6067631165,0.6280222854,0.3072472822,0.0092060822,0.1850890794
0.1418876434,0.4337452594,0.9776794242,0.9146114406,0.7690098966,0.5412719073,0.0880448655,0.9802292469,0.5674354336,0.4010038555
0.8824767228,0.4793108481,0.6036812195,0.656103038,0.2339325079,0.0733988881,0.4591075405,0.9111364419,0.4248241065,0.6589829992
0.2189440108,0.9913784966,0.1724060827,0.6607660106,0.2106015489,0.8011184128,0.1105097248,0.5041157831,0.9376667084,0.3759037992
0.8629852766,0.2887396426,0.1215064924,0.9110065459,0.9930217799,0.5996265325,0.3856340165,0.0240191424,0.8240032699,0.1005852707
0.2839524781,0.7762451123,0.3263431825,0.0642753912,0.8146876784,0.1604137474,0.9277920793,0.0065807619,0.7572302322,0.735106959
0.5047017741,0.8610359374,0.9685932712,0.9016175757,0.4302651274,0.3899222091,0.7999210183,0.1405811235,0.8644213108,0.0967590362
0.8821931477,0.3988406297,0.4379846237,0.1908925404,0.0944062218,0.1154082643,0.6678746198,0.7776695469,0.3439963635,0.8799395785
0.6226702153,0.1994527117,0.2669075276,0.3904093395,0.5213419637,0.1736525618,0.4482644221,0.5834407061,0.0834083371,0.0544023206
0.465787835,0.3572464604,0.5909467197,0.7749662446,0.1422753301,0.3780597048,0.3889053264,0.9024334063,0.4187217734,0.4804260451
0.6342773796,0.9209298715,0.8739400571,0.3934611676,0.1229856389,0.0505561423,0.0165146298,0.493466089,0.794778873,0.7805079243
0.6562660183,0.0911823562,0.8790884889,0.3539379374,0.5075889339,0.2785882077,0.9935479451,0.1651873386,0.3905561073,0.0515651561
0.9009624345,0.3965860936,0.8638189039,0.5428011268,0.8040267974,0.8218772497,0.8616633934,0.4460093274,0.4530928638,0.0669733067
0.9479721717,0.4218062668,0.0911431352,0.5278609444,0.5538174552,0.7432175088,0.8397427688,0.9489288151,0.2820162955,0.2206370169
0.9360438439,0.4775749322,0.9255671641,0.8622630986,0.0237159443,0.8261785475,0.0255863029,0.8106487421,0.7585864621,0.3442625965
0.8699031803,0.2077360151,0.7879784803,0.689690711,0.4756239816,0.4558956199,0.9362939741,0.6495140686,0.0130720905,0.1442271182
0.6919444427,0.0924975465,0.0280266018,0.0753957331,0.9506786936,0.1974165365,0.3194682605,0.0377443992,0.6597795761,0.0043035499
0.6203840706,0.2799215945,0.8625974134,0.7962076506,0.590870592,0.2759975649,0.0744389414,0.4998571733,0.3233507359,0.9404521738
0.8457115251,0.9639912574,0.6611696228,0.5705505866,0.9104368633,0.0996811469,0.404070534,0.6051101275,0.7041999574,0.2416389196
0.0806836933,0.7851559322,0.7413630425,0.0473932843,0.6283067795,0.8031534997,0.6145546602,0.3485776545,0.7978877414,0.2004538355
0.2942086619,0.0304348355,0.0086204589,0.4444599231,0.3004056301,0.9464611716,0.5731435311,0.3605889515,0.4753357465,0.6502327421
0.7332693599,0.7372995538,0.9941567455,0.0347858763,0.2501397547,0.0469089339,0.7323377635,0.112829308,0.802378078,0.2523922091
0.5330363084,0.6199341004,0.3662823595,0.3777533928,0.033446992,0.895501252,0.5442358667,0.180022974,0.3340117005,0.3867022018
0.7486389342,0.1581181735,0.9320328366,0.1460547193,0.7905360381,0.063568875,0.3365808695,0.6840823782,0.2107235892,0.3243362112
0.3573793205,0.952317287,0.6184353288,0.9296518075,0.9849371857,0.7879150982,0.2717875445,0.7417236322,0.7351702426,0.3363328744
0.2401623349,0.0056891409,0.2029144827,0.5297133322,0.4607763446,0.0313819654,0.6919460124,0.0320107765,0.1567926772,0.3152115045
0.3980229255,0.2385398019,0.0042057105,0.5829201932,0.16458728,0.7118985029,0.9993724003,0.8025244994,0.0749234983,0.5481380955
0.9104732962,0.9706658921,0.5879317347,0.7216064276,0.3679607818,0.0182370665,0.2782102285,0.5434464018,0.4536083986,0.3110256691
0.3410454981,0.142254136,0.3153727995,0.7475274748,0.8304896464,0.5010199756,0.3959112447,0.318686249,0.4864829697,0.665492448
0.7738953002,0.5926735417,0.2299838797,0.5303376429,0.0587293382,0.4329708363,0.2836932349,0.4409894613,0.4735517984,0.992058336
0.0887290877,0.6306761354,0.0702727339,0.0865922552,0.5729660525,0.8449820892,0.5829208456,0.7519494523,0.3803048418,0.7574786686
0.4363250609,0.3512324814,0.3197212059,0.5210911941,0.8866911309,0.1510921817,0.4071309643,0.8444006322,0.2212310357,0.4593315658
0.7834422383,0.3318034215,0.4606358772,0.0843481999,0.4963425484,0.8000410511,0.8040300263,0.6856618114,0.7690966201,0.6987225106
0.0530254948,0.3245070945,0.2502828641,0.2451543126,0.4012287487,0.3780058189,0.2275103987,0.7812972753,0.3677682162,0.2621952333
0.1530724338,0.1460868022,0.6047855215,0.6564945928,0.8057338968,0.609352431,0.034935161,0.5950888337,0.2895661585,0.876052741
0.9817095031,0.6323458597,0.863125178,0.1255679775,0.7149253676,0.7588853203,0.3635748276,0.3648583232,0.904818621,0.972008226
0.5531841565,0.2962448266,0.7639308323,0.3084003935,0.4306903058,0.9003974495,0.8770197954,0.4254833781,0.8564781065,0.6262483883
0.3883112166,0.9239437331,0.866140028,0.6324036859,0.9602538021,0.0786045892,0.6692739087,0.7983467625,0.2238696865,0.7006344975
0.8239366615,0.6452877929,0.636411228,0.9596261063,0.1164807326,0.4095699706,0.3260233235,0.8150166192,0.1983235984,0.5859658818
0.0839328591,0.6202973777,0.8386581691,0.5028566949,0.2513381683,0.8055920037,0.1024198339,0.5882666819,0.6465039842,0.8467679548
0.9563933625,0.0854610037,0.0040709912,0.0174297232,0.4477269284,0.3563616767,0.736519499,0.3908717413,0.893187908,0.8054140976
0.383063779,0.1681940837,0.6077784076,0.6976553218,0.6758782438,0.6069831026,0.0909199947,0.9196088132,0.6593512243,0.2325458673
0.8000183194,0.3589590383,0.7932356044,0.664585395,0.6173394395,0.8059129694,0.3614596489,0.1513312699,0.3669732853,0.3949509959
0.0822884243,0.5297409606,0.4790787362,0.5444715959,0.1667405097,0.513567338,0.3351116823,0.9955616924,0.6446202411,0.783910129
0.7589353432,0.1950623372,0.0127097541,0.3689902667,0.1004490233,0.2235508813,0.1214370867,0.8675887857,0.0999845068,0.2990890571
0.3553861284,0.0255645204,0.6751328264,0.1939151918,0.8529244363,0.3146336691,0.3284176099,0.1196865581,0.8669171997,0.9674507796
0.0921663386,0.8799901654,0.8473348434,0.7726679232,0.7889633102,0.6414793856,0.5305757669,0.0335876814,0.798650543,0.1576003835
0.5071049219,0.2062546613,0.6151523325,0.6033293451,0.8864915599,0.1576882303,0.8893611166,0.2314973059,0.6160659038,0.8920025378
0.1010642936,0.9237096498,0.7788885513,0.5081084433,0.9795571261,0.8352786801,0.5755016732,0.606617522,0.4060139267,0.7366553645
0.2326236619,0.4788243531,0.3709157293,0.3741869044,0.5281639604,0.8926239528,0.1800392326,0.9285658081,0.7022323231,0.2869875652
0.5709182792,0.7827639603,0.4422162464,0.620031408,0.9844503312,0.8646703605,0.5833515278,0.3680614207,0.7404739549,0.8595723852
0.1358011595,0.0954384701,0.5871809488,0.3510847001,0.4197592391,0.9231663186,0.3810354781,0.7267636163,0.3163902431,0.4303582902
0.4697730488,0.7291243451,0.445794306,0.0339716217,0.0194844019,0.0939781435,0.0038672425,0.9381192357,0.6252838732,0.2099063136
0.0226538044,0.650746356,0.5894785628,0.2450642793,0.2725404198,0.4403463763,0.0294427644,0.2877798812,0.8301386645,0.4288819423
0.5867549339,0.374671503,0.3353333843,0.334030974,0.375717042,0.3662843432,0.04039222,0.4738271632,0.0305687012,0.5946945362
0.8227917661,0.0829516861,0.5543924309,0.0726410719,0.546912899,0.1813689352,0.3614450642,0.530127276,0.8626309915,0.1721733529
0.1258423836,0.4182031404,0.0094025459,0.312086106,0.5261995092,0.840118434,0.3405334908,0.8500682816,0.9233866553,0.4081014907
0.1350769436,0.2774667989,0.154498321,0.8201487779,0.905366706,0.3176769598,0.1327082301,0.5746883587,0.4652536488,0.2668552871
0.6401432671,0.13741063,0.4488183199,0.8183577419,0.4965293973,0.5875150056,0.7254484985,0.8403072453,0.2215818393,0.8614989689
0.3058696494,0.6473531795,0.4728471704,0.0303385325,0.0874897754,0.7134091216,0.6032970264,0.4608454681,0.8002955583,0.2125771099
0.6944387227,0.8025970403,0.0174593979,0.4939084623,0.0203062759,0.2786079899,0.6386919653,0.7489097686,0.2837448923,0.7505044735
0.4970467205,0.1547943605,0.8375876632,0.7800330711,0.2617495137,0.9647541048,0.4150931919,0.0272860627,0.3910403026,0.2648956431
0.518800047,0.8530325037,0.1942353174,0.436454264,0.8432545373,0.2994158415,0.0158387984,0.9565163739,0.7953696053,0.2274143007
0.680729551,0.3262570465,0.5336916507,0.6195995221,0.7477052624,0.9395755744,0.2024487257,0.1154957132,0.8214100508,0.0733301425
0.0673828435,0.1470411569,0.1025506356,0.847444114,0.0040287843,0.106245036,0.5821895683,0.5831098915,0.9333585068,0.5137500498
0.8728315004,0.6671669371,0.19717039,0.7430570931,0.2609912397,0.8141586124,0.7676896679,0.3998844218,0.9101517498,0.7179032243
0.2712577137,0.4830289742,0.8519301785,0.2906103991,0.2910483966,0.9198757054,0.6592036993,0.4608317548,0.0700657617,0.2473665569
0.7154025976,0.6474735248,0.2289470343,0.9701901022,0.3598317706,0.4405893586,0.3275491586,0.3960115898,0.9943038912,0.7327180055
0.6445025648,0.1970078601,0.5866908915,0.2031574117,0.6056989459,0.5948797902,0.9218069518,0.7322266412,0.3719380589,0.9796759307
0.9006651856,0.4346793047,0.1467785665,0.2306877326,0.2505442738,0.6059962225,0.4576465732,0.0114565312,0.7782604671,0.3772961569
0.5793564864,0.0370646922,0.3021790939,0.2460657537,0.0213509616,0.808814432,0.3577441445,0.4636552823,0.3093430307,0.1505448904
0.1719184679,0.019478112,0.7570699053,0.661934684,0.7569458475,0.1209220339,0.8946436541,0.9250428022,0.0859367163,0.0702268668
0.7802358649,0.8280084839,0.6534792606,0.088446225,0.0606932223,0.1205152343,0.9470484264,0.7046468132,0.4500462725,0.3158938433
0.3741298716,0.4546573265,0.2714111272,0.2456081863,0.1779943949,0.325811255,0.3781201132,0.45970579,0.8994901965,0.8201297857
0.0736209336,0.3488009719,0.0183586928,0.4855069579,0.9324265213,0.5648671712,0.7644491461,0.7672373012,0.6294795941,0.8457446399
0.3760599024,0.9391012066,0.5498131802,0.1421294997,0.3666913204,0.8513320761,0.3861909728,0.7607507668,0.4889172476,0.539519548
0.971179496,0.5053851299,0.8650458371,0.469434629,0.1938988238,0.136937113,0.500649018,0.0217226006,0.9319304461,0.8201642088
0.1515045951,0.7981959449,0.0424129986,0.2185799493,0.9669115241,0.1629477742,0.3802525045,0.9568171634,0.3577895975,0.0446911438
0.3604949887,0.2325339806,0.5728888558,0.4483052439,0.0428403984,0.3391952401,0.6842952883,0.3949912135,0.5323350669,0.0207326578
0.5829186318,0.5850415437,0.3722306506,0.7939774084,0.9045321753,0.4287686744,0.8684642983,0.21948819,0.9240394558,0.183410685
0.9618482876,0.6579980494,0.8708928891,0.1195236533,0.5286164675,0.7982323125,0.0093639544,0.4274991583,0.7747395206,0.2154568527
0.3250282332,0.4493290307,0.5275172137,0.2925780793,0.3255518493,0.7610916365,0.8311948762,0.4130428403,0.9634116432,0.7171950291
0.3780966434,0.1031607683,0.9881663623,0.9061620901,0.646342587,0.4271289001,0.0881898876,0.7674142451,0.3344599081,0.9675047586
0.6030867081,0.1726979872,0.0191565857,0.9018921361,0.8704492557,0.0048014473,0.8615306618,0.5064252526,0.5785606089,0.3884358495
0.2340242129,0.0034539695,0.429988083,0.2788328459,0.0265103991,0.7581709106,0.5518748281,0.4009090094,0.9822431749,0.237543582
0.1433433343,0.7485336363,0.4206022047,0.6405759181,0.0883901666,0.7368171848,0.4491533306,0.0517236055,0.9656978725,0.3956422482
0.3761093013,0.4589101053,0.5923511584,0.7059837754,0.5057888532,0.9899571466,0.1500295596,0.8339469626,0.0208912226,0.0139488094
0.6433054949,0.922385898,0.4660778556,0.2366163365,0.7749202664,0.4462687068,0.1633289743,0.4901390907,0.5209983583,0.642598042
0.8111843953,0.7570497221,0.2613627976,0.5067092415,0.0603654115,0.8075656907,0.0932150711,0.8266314068,0.2411566034,0.1709360422
0.9160235303,0.1499057813,0.0240182593,0.9282173163,0.7055014018,0.1610567952,0.2497677831,0.2866216081,0.6776531497,0.3691114953
0.4555075415,0.0213831395,0.4695155232,0.1255363564,0.1266557847,0.6978730375,0.4069731566,0.8940571384,0.1938656103,0.3625172933
0.9388624625,0.8587722019,0.3585293801,0.8394620034,0.7615022226,0.5978330132,0.3854842167,0.0283134014,0.4892771456,0.4347458868
0.4044664637,0.5100146616,0.8519111616,0.921045478,0.0931857571,0.4808120136,0.5190616054,0.968742718,0.626287597,0.4164112101
0.3884329055,0.9560598331,0.3646307751,0.2474841489,0.9120276638,0.2658143733,0.9247030178,0.2666236723,0.6888745702,0.3015068858
0.3950314939,0.0448038578,0.8593412773,0.8600355317,0.0905383718,0.6003800007,0.31591127,0.507762399,0.1079013313,0.1496110465
0.7438497751,0.6368460862,0.1138736377,0.5076578141,0.3883899148,0.5464051801,0.5444041197,0.6661730066,0.8856139267,0.2855826202
0.2555968398,0.0601872951,0.1815677662,0.5789268732,0.0998233787,0.3602341611,0.5814985868,0.1314783185,0.4589387812,0.4728485562
0.9133293969,0.2334920913,0.5907392059,0.5849670167,0.5174704315,0.1823418555,0.2776451067,0.7033011906,0.1623346065,0.9099118179
0.3303045148,0.0371661622,0.6916300661,0.7390887088,0.4596104319,0.5113044512,0.6019139849,0.2802023853,0.5683394868,0.0879407015
0.4113018776,0.3558898664,0.5377600288,0.5032116931,0.1547571854,0.4051044935,0.9871531369,0.1219246052,0.0409176864,0.9552657239
0.573910147,0.4396638097,0.1496383287,0.6181362711,0.9120804018,0.5427966926,0.2957254841,0.6724187112,0.2020715913,0.6047667006
0.1579743584,0.289263543,0.124245198,0.9856661898,0.118361234,0.4240652018,0.6904581378,0.7163572686,0.2708785536,0.5120452242
0.0079680672,0.8809249641,0.8750235101,0.2610893997,0.3425342501,0.8600356537,0.2158915151,0.1658309875,0.0763424595,0.7447713166
0.2861504399,0.8618576776,0.3107973277,0.4252612842,0.8163577176,0.261458728,0.0410362324,0.3715867645,0.2180765774,0.5250259475
0.7180437557,0.9189684277,0.4939956029,0.5915235055,0.169636383,0.9015825242,0.2979077683,0.5807656755,0.3026240573,0.6338527903
0.7552541452,0.8584880715,0.2847046561,0.8853076103,0.9862967622,0.6137596143,0.6803847253,0.5949328844,0.6866635091,0.0089309681
0.510889261,0.5019892144,0.191532912,0.6151739154,0.0755986746,0.4255553214,0.9807487917,0.6855465854,0.5093285844,0.6444158885
0.3637261095,0.2238068087,0.349711779,0.6446046038,0.2011460774,0.4740373581,0.7882907169,0.002779593,0.3592764842,0.5098694006
0.838299575,0.2791062698,0.2598107548,0.9237914055,0.4161932971,0.3823849761,0.5933006103,0.3541481984,0.8202605727,0.9195111867
0.1077761918,0.094781623,0.8271772764,0.7392756864,0.6937499738,0.8533710935,0.5192637849,0.1566334199,0.8274990385,0.7075645302
0.9685021036,0.6764627828,0.5405356879,0.9756312736,0.7120964364,0.3162868256,0.2343984083,0.554958795,0.5116923475,0.1559159402
0.2312056017,0.6290277385,0.5537783587,0.0155039798,0.589734484,0.544723666,0.669387494,0.0935507847,0.1036303139,0.0178597493
0.0908604392,0.1730841221,0.6968797331,0.842569828,0.6540595223,0.3954510279,0.6413718539,0.1467724761,0.9981204455,0.2669871752
0.549011112,0.6053246078,0.3574933556,0.3004234999,0.6499442495,0.88155035,0.5671169027,0.6399043554,0.7560640988,0.718309812
0.5270359835,0.936674305,0.4347346153,0.0093536747,0.0977086907,0.5585520058,0.4538227527,0.8404806466,0.4411533496,0.7593049647
0.1658692625,0.0815737711,0.8900068582,0.6382940051,0.2935643229,0.585029935,0.8411031957,0.2322003169,0.3988587661,0.2138750465
0.2059210651,0.047676052,0.2916453972,0.4885684268,0.5308064763,0.6992086305,0.0157222198,0.8921676439,0.3805579958,0.4076492465
0.1116333543,0.364591033,0.0586236476,0.7001836211,0.9917658747,0.5004805659,0.1814647587,0.3755687238,0.6652225626,0.7993004778
0.0623942444,0.832608019,0.5492138625,0.8611225211,0.420600533,0.1969869342,0.6898424553,0.0959141827,0.731910584,0.2047337184
0.3521994047,0.8804065455,0.2739013338,0.5633059845,0.6472335714,0.8614081084,0.1404043182,0.5674535329,0.7253962134,0.1876470104
0.6315439853,0.6609179145,0.5347988855,0.2880457148,0.7712287586,0.4033111583,0.3032348386,0.2674388851,0.3497268511,0.1973411592
0.5304122274,0.026638675,0.5639125234,0.7837038909,0.3826113159,0.3277690306,0.2540781861,0.0535927336,0.283562321,0.5547046463
0.7530399412,0.9961726039,0.0827331764,0.111493208,0.972044612,0.5056438607,0.9350742612,0.0091014281,0.8508254082,0.583591098
0.3713110078,0.0611802768,0.3838669898,0.5420004039,0.6501156876,0.8504485111,0.8906229362,0.2934314241,0.8591217629,0.6360399171
0.0677423882,0.7403015662,0.6416031488,0.8151156171,0.9412657239,0.6036104306,0.6233128761,0.8852064088,0.9958517109,0.9378084682
0.0981659188,0.0574437589,0.410779804,0.6339551881,0.8631988419,0.4423243219,0.4051583679,0.7121752198,0.4774646657,0.1201524392
0.9090829964,0.5651668394,0.6313179366,0.7043065331,0.5102277126,0.9532243558,0.9697979616,0.185352928,0.6842769762,0.7673348449
0.6990458176,0.7392303413,0.3369333246,0.5772505915,0.7301225017,0.1899796247,0.8437652558,0.2272389391,0.4875659745,0.3693634672
0.3900858613,0.340858591,0.6264723057,0.2570633313,0.8883230188,0.0355246477,0.9028792249,0.2326062319,0.6863536935,0.6941896796
0.0695456315,0.5574690155,0.4902934884,0.6391506686,0.7796324142,0.7677000249,0.9938078695,0.7477600805,0.3833707967,0.5977183364
0.9308571729,0.1361010401,0.8998890365,0.7082488115,0.8050336547,0.8620475687,0.7179782174,0.0136034279,0.1176850384,0.5137826977
0.2277374363,0.5865713628,0.8121320535,0.8625666706,0.8772707074,0.7527621568,0.2666724247,0.74605462,0.8392692739,0.2236532432
0.6806640255,0.034680502,0.8409650608,0.4978625188,0.3528798115,0.3290559973,0.8992867433,0.3415047701,0.551164794,0.1228812765
0.2109155245,0.7725706522,0.9146587872,0.2425267387,0.5089219331,0.9312123333,0.6316853515,0.7743808224,0.7865188674,0.2167690704
0.7943958999,0.1154775256,0.6921487823,0.8469128308,0.7055283994,0.2995587164,0.020613532,0.5901218129,0.426774119,0.4192811612
0.2869586905,0.1898446467,0.2537801175,0.0966247593,0.7620300236,0.4206014592,0.1923005648,0.4091490165,0.6232435603,0.4010162761
0.6799279489,0.9613299032,0.1382250346,0.4651099702,0.0965304605,0.8277793739,0.4930862258,0.0928084853,0.3240203853,0.7529935162
0.0619725503,0.5088980435,0.0884452041,0.819162833,0.9542865288,0.9624654718,0.5622195264,0.1584345859,0.9826380359,0.0701846208
0.6532553516,0.8876035614,0.7042317057,0.7886634839,0.1893118501,0.9355922521,0.0947882265,0.9427668757,0.9638882077,0.8922111767
0.7779831416,0.7983003766,0.9316843092,0.6495077317,0.5498286479,0.5056600776,0.4065852691,0.1181800631,0.8440955894,0.9937355567
0.5482847551,0.7257349046,0.4784862869,0.1441796536,0.0070816462,0.2506650968,0.86351831,0.6382294847,0.5622765042,0.9160863939
0.9902717697,0.0879138603,0.1663250278,0.2310389469,0.4624331305,0.8892314024,0.9770009208,0.1069177077,0.6463151076,0.0522218563
0.9612346184,0.2640063688,0.3818706912,0.2655728804,0.3694793286,0.7032548594,0.4917039771,0.5563415587,0.8977229032,0.1521380476
